Date,Gold_Price,Gold_Return,Lagged_Gold_Return
2021-01-04,1944.699951171875,,
2021-01-05,1952.699951171875,0.0041053068384807835,
2021-01-06,1906.9000244140625,-0.02373410559741736,0.0041053068384807835
2021-01-07,1912.300048828125,0.002827831959051613,-0.02373410559741736
2021-01-08,1834.0999755859375,-0.04175284695685227,0.002827831959051613
2021-01-11,1849.5999755859375,0.008415501632621867,-0.04175284695685227
2021-01-12,1842.9000244140625,-0.003628955192789631,0.008415501632621867
2021-01-13,1853.5999755859375,0.005789249861382061,-0.003628955192789631
2021-01-14,1850.300048828125,-0.001781866470034287,0.005789249861382061
2021-01-15,1829.300048828125,-0.011414407787474065,-0.001781866470034287
2021-01-19,1839.5,0.005560388855331254,-0.011414407787474065
2021-01-20,1865.9000244140625,0.014249727942710165,0.005560388855331254
2021-01-21,1865.300048828125,-0.0003215992599331132,0.014249727942710165
2021-01-22,1855.699951171875,-0.0051599671898233754,-0.0003215992599331132
2021-01-25,1854.9000244140625,-0.00043115764322087933,-0.0051599671898233754
2021-01-26,1850.699951171875,-0.002266879894457694,-0.00043115764322087933
2021-01-27,1844.9000244140625,-0.003138830803113128,-0.002266879894457694
2021-01-28,1837.9000244140625,-0.0038014599418898284,-0.003138830803113128
2021-01-29,1847.300048828125,0.005101511241647846,-0.0038014599418898284
2021-02-01,1860.800048828125,0.007281389008044573,0.005101511241647846
2021-02-02,1830.5,-0.01641737544450263,0.007281389008044573
2021-02-03,1832.199951171875,0.0009282503708198232,-0.01641737544450263
2021-02-04,1788.9000244140625,-0.023916484486413037,0.0009282503708198232
2021-02-05,1810.9000244140625,0.012223053284327792,-0.023916484486413037
2021-02-08,1831.9000244140625,0.011529720189568878,0.012223053284327792
2021-02-09,1835.300048828125,0.0018542895508146806,0.011529720189568878
2021-02-10,1840.5999755859375,0.0028836096711605716,0.0018542895508146806
2021-02-11,1824.9000244140625,-0.008566387767498658,0.0028836096711605716
2021-02-12,1821.5999755859375,-0.0018099820260786762,-0.008566387767498658
2021-02-16,1797.199951171875,-0.01348535131998669,-0.0018099820260786762
2021-02-17,1771.0999755859375,-0.014629062349107949,-0.01348535131998669
2021-02-18,1773.4000244140625,0.0012978130348198413,-0.014629062349107949
2021-02-19,1775.800048828125,0.0013524313819186311,0.0012978130348198413
2021-02-22,1806.699951171875,0.017250896659106188,0.0013524313819186311
2021-02-23,1804.4000244140625,-0.0012738096892075683,0.017250896659106188
2021-02-24,1796.4000244140625,-0.004443464260402694,-0.0012738096892075683
2021-02-25,1774.4000244140625,-0.012322324448977169,-0.004443464260402694
2021-02-26,1728.0999755859375,-0.02643982642289971,-0.012322324448977169
2021-03-01,1722.5,-0.0032458010444414774,-0.02643982642289971
2021-03-02,1733.0999755859375,0.006134974480583479,-0.0032458010444414774
2021-03-03,1715.300048828125,-0.01032367748638774,0.006134974480583479
2021-03-04,1700.199951171875,-0.008842158417799017,-0.01032367748638774
2021-03-05,1698.0,-0.0012947745929176705,-0.008842158417799017
2021-03-08,1677.699951171875,-0.012027309199143453,-0.0012947745929176705
2021-03-09,1716.5999755859375,0.022921797389633937,-0.012027309199143453
2021-03-10,1721.5,0.002850427716795303,0.022921797389633937
2021-03-11,1722.300048828125,0.00046463141365605257,0.002850427716795303
2021-03-12,1719.5,-0.0016270843199136934,0.00046463141365605257
2021-03-15,1728.9000244140625,0.005451831359562948,-0.0016270843199136934
2021-03-16,1730.5999755859375,0.000982772833472422,0.005451831359562948
2021-03-17,1726.800048828125,-0.0021981421073807767,0.000982772833472422
2021-03-18,1732.199951171875,0.003122235750465632,-0.0021981421073807767
2021-03-19,1741.4000244140625,0.0052971527058642155,0.003122235750465632
2021-03-22,1737.800048828125,-0.002069427911533476,0.0052971527058642155
2021-03-23,1724.699951171875,-0.007566879516500325,-0.002069427911533476
2021-03-24,1732.9000244140625,0.004743225748486408,-0.007566879516500325
2021-03-25,1724.9000244140625,-0.004627227810274516,0.004743225748486408
2021-03-26,1732.199951171875,0.004223156783957694,-0.004627227810274516
2021-03-29,1712.0999755859375,-0.011671575757386563,0.004223156783957694
2021-03-30,1683.9000244140625,-0.01660812683626846,-0.011671575757386563
2021-03-31,1713.800048828125,0.017600609611377438,-0.01660812683626846
2021-04-01,1726.5,0.0073830821038836664,0.017600609611377438
2021-04-05,1727.0,0.00028956131663167214,0.0073830821038836664
2021-04-06,1741.5,0.008361011659377205,0.00028956131663167214
2021-04-07,1740.0999755859375,-0.000804242014787378,0.008361011659377205
2021-04-08,1756.800048828125,0.009551431317729613,-0.000804242014787378
2021-04-09,1743.300048828125,-0.007714103350808669,0.009551431317729613
2021-04-12,1731.199951171875,-0.0069651153108131235,-0.007714103350808669
2021-04-13,1746.199951171875,0.008627188966826281,-0.0069651153108131235
2021-04-14,1734.9000244140625,-0.006492181509603616,0.008627188966826281
2021-04-15,1765.4000244140625,0.01742751851072938,-0.006492181509603616
2021-04-16,1779.0,0.007674101250506838,0.01742751851072938
2021-04-19,1769.4000244140625,-0.005410888818616735,0.007674101250506838
2021-04-20,1777.300048828125,0.004454866391931009,-0.005410888818616735
2021-04-21,1792.300048828125,0.00840435224167868,0.004454866391931009
2021-04-22,1781.199951171875,-0.006212471446331363,0.00840435224167868
2021-04-23,1777.0,-0.002360717879845413,-0.006212471446331363
2021-04-26,1779.199951171875,0.001237248457746213,-0.002360717879845413
2021-04-27,1778.0,-0.0006746605385477973,0.001237248457746213
2021-04-28,1773.199951171875,-0.00270334073967916,-0.0006746605385477973
2021-04-29,1768.0999755859375,-0.002880286458205009,-0.00270334073967916
2021-04-30,1767.300048828125,-0.00045252405155806857,-0.002880286458205009
2021-05-03,1791.4000244140625,0.013544464845169118,-0.00045252405155806857
2021-05-04,1775.800048828125,-0.00874639757494062,0.013544464845169118
2021-05-05,1784.0999755859375,0.004663019601775825,-0.00874639757494062
2021-05-06,1815.5,0.017446839157978355,0.004663019601775825
2021-05-07,1831.0999755859375,0.00855595396027406,0.017446839157978355
2021-05-10,1837.5,0.003489086272326999,0.00855595396027406
2021-05-11,1835.9000244140625,-0.0008711143226879709,0.003489086272326999
2021-05-12,1822.5999755859375,-0.007270798097461572,-0.0008711143226879709
2021-05-13,1823.800048828125,0.00065822360546342,-0.007270798097461572
2021-05-14,1837.9000244140625,0.00770136548279548,0.00065822360546342
2021-05-17,1867.5,0.01597700925187108,0.00770136548279548
2021-05-18,1867.800048828125,0.00016065581069687392,0.01597700925187108
2021-05-19,1881.300048828125,0.007201759353874979,0.00016065581069687392
2021-05-20,1881.800048828125,0.00026573834868414716,0.007201759353874979
2021-05-21,1876.699951171875,-0.0027139022410788334,0.00026573834868414716
2021-05-24,1884.5999755859375,0.004200694538999877,-0.0027139022410788334
2021-05-25,1898.0999755859375,0.007137789140429843,0.004200694538999877
2021-05-26,1901.300048828125,0.001684515438402536,0.007137789140429843
2021-05-27,1895.699951171875,-0.002949750706768753,0.001684515438402536
2021-05-28,1902.5,0.0035806730456278716,-0.002949750706768753
2021-06-01,1902.9000244140625,0.00021024040204428116,0.0035806730456278716
2021-06-02,1907.5,0.002414433020726898,0.00021024040204428116
2021-06-03,1871.199951171875,-0.019213573983194728,0.002414433020726898
2021-06-04,1889.800048828125,0.00989111901082882,-0.019213573983194728
2021-06-07,1896.800048828125,0.0036972523073180667,0.00989111901082882
2021-06-08,1892.199951171875,-0.002428134028169905,0.0036972523073180667
2021-06-09,1893.199951171875,0.0005283457753793965,-0.002428134028169905
2021-06-10,1894.199951171875,0.0005280667735240403,0.0005283457753793965
2021-06-11,1877.4000244140625,-0.008908706107218346,0.0005280667735240403
2021-06-14,1864.0,-0.007163137661542878,-0.008908706107218346
2021-06-15,1854.5,-0.005109598315890978,-0.007163137661542878
2021-06-16,1859.5,0.0026925164354793135,-0.005109598315890978
2021-06-17,1773.800048828125,-0.04718346889536021,0.0026925164354793135
2021-06-18,1767.9000244140625,-0.003331750148147224,-0.04718346889536021
2021-06-21,1781.800048828125,0.007831701368745038,-0.003331750148147224
2021-06-22,1776.300048828125,-0.00309153999585223,0.007831701368745038
2021-06-23,1782.300048828125,0.003372115731426366,-0.00309153999585223
2021-06-24,1775.5999755859375,-0.0037663122158099844,0.003372115731426366
2021-06-25,1776.5999755859375,0.0005630313834598243,-0.0037663122158099844
2021-06-28,1779.5999755859375,0.0016871946194519283,0.0005630313834598243
2021-06-29,1762.800048828125,-0.009485124546020829,0.0016871946194519283
2021-06-30,1770.800048828125,0.004527967765016482,-0.009485124546020829
2021-07-01,1775.9000244140625,0.0028759009759461445,0.004527967765016482
2021-07-02,1782.5999755859375,0.0037656085928761485,0.0028759009759461445
2021-07-06,1793.5,0.006096058971480818,0.0037656085928761485
2021-07-07,1801.5,0.0044506332158106765,0.006096058971480818
2021-07-08,1799.5999755859375,-0.001055246787513598,0.0044506332158106765
2021-07-09,1810.0,0.005762440859237031,-0.001055246787513598
2021-07-12,1805.5,-0.0024892835423589803,0.005762440859237031
2021-07-13,1809.4000244140625,0.0021577503670339305,-0.0024892835423589803
2021-07-14,1824.300048828125,0.008201066475030334,0.0021577503670339305
2021-07-15,1828.4000244140625,0.0022449022507048935,0.008201066475030334
2021-07-16,1814.5,-0.007631333157156481,0.0022449022507048935
2021-07-19,1808.699951171875,-0.003201619485910015,-0.007631333157156481
2021-07-20,1810.9000244140625,0.0012156445618103438,-0.003201619485910015
2021-07-21,1802.9000244140625,-0.0044274796393197775,0.0012156445618103438
2021-07-22,1805.0,0.0011640986772757504,-0.0044274796393197775
2021-07-23,1801.4000244140625,-0.00199643786451196,0.0011640986772757504
2021-07-26,1798.699951171875,-0.001499999314886413,-0.00199643786451196
2021-07-27,1799.5,0.0004446939315025321,-0.001499999314886413
2021-07-28,1799.5,0.0,0.0004446939315025321
2021-07-29,1831.199951171875,0.017462614454720644,0.0
2021-07-30,1812.5999755859375,-0.010209197822209233,0.017462614454720644
2021-08-02,1818.0999755859375,0.0030297211452917027,-0.010209197822209233
2021-08-03,1810.0999755859375,-0.004409907432068376,0.0030297211452917027
2021-08-04,1810.5,0.00022097134087597074,-0.004409907432068376
2021-08-05,1805.0999755859375,-0.0029870718363273446,0.00022097134087597074
2021-08-06,1760.0,-0.02530216933717106,-0.0029870718363273446
2021-08-09,1723.4000244140625,-0.021014711060311712,-0.02530216933717106
2021-08-10,1728.800048828125,0.0031284564647309984,-0.021014711060311712
2021-08-11,1750.4000244140625,0.012416792738750166,0.0031284564647309984
2021-08-12,1749.0,-0.0008001511567647293,0.012416792738750166
2021-08-13,1775.199951171875,0.014868869094078072,-0.0008001511567647293
2021-08-16,1786.9000244140625,0.006569223434738159,0.014868869094078072
2021-08-17,1785.0,-0.0010638733336789578,0.006569223434738159
2021-08-18,1781.5999755859375,-0.0019065919740294643,-0.0010638733336789578
2021-08-19,1780.199951171875,-0.0007861331433283399,-0.0019065919740294643
2021-08-20,1781.0,0.0004493141932800512,-0.0007861331433283399
2021-08-23,1803.199951171875,0.012387832917253414,0.0004493141932800512
2021-08-24,1805.5999755859375,0.0013300957751090471,0.012387832917253414
2021-08-25,1788.199951171875,-0.00968343298654714,0.0013300957751090471
2021-08-26,1792.199951171875,0.0022343882098449877,-0.00968343298654714
2021-08-27,1816.5999755859375,0.013522720423364637,0.0022343882098449877
2021-08-30,1809.0,-0.004192402233391229,0.013522720423364637
2021-08-31,1815.0,0.003311261303656005,-0.004192402233391229
2021-09-01,1813.0999755859375,-0.0010473937325582944,0.003311261303656005
2021-09-02,1808.699951171875,-0.0024297457991779466,-0.0010473937325582944
2021-09-03,1830.9000244140625,0.012199334385803619,-0.0024297457991779466
2021-09-07,1795.9000244140625,-0.019301359933995132,0.012199334385803619
2021-09-08,1790.699951171875,-0.002899725043928858,-0.019301359933995132
2021-09-09,1797.4000244140625,0.0037346122321662177,-0.002899725043928858
2021-09-10,1789.5999755859375,-0.00434907227353077,0.0037346122321662177
2021-09-13,1792.0,0.0013401970011455836,-0.00434907227353077
2021-09-14,1804.699951171875,0.007062031376286556,0.0013401970011455836
2021-09-15,1792.4000244140625,-0.0068388283782960125,0.007062031376286556
2021-09-16,1754.5999755859375,-0.021314620752901005,-0.0068388283782960125
2021-09-17,1749.4000244140625,-0.002968010838533277,-0.021314620752901005
2021-09-20,1761.800048828125,0.007063155449170932,-0.002968010838533277
2021-09-21,1776.0,0.008027603161512306,0.007063155449170932
2021-09-22,1776.699951171875,0.0003940390072630704,0.008027603161512306
2021-09-23,1747.699951171875,-0.01645707372556822,0.0003940390072630704
2021-09-24,1749.699951171875,0.0011437069101939464,-0.01645707372556822
2021-09-27,1750.0,0.00017147117355570008,0.0011437069101939464
2021-09-28,1735.800048828125,-0.008147357577374788,0.00017147117355570008
2021-09-29,1721.5,-0.008272426561606493,-0.008147357577374788
2021-09-30,1755.300048828125,0.01944380650125953,-0.008272426561606493
2021-10-01,1757.0,0.0009679989072590911,0.01944380650125953
2021-10-04,1766.199951171875,0.005222509201740211,0.0009679989072590911
2021-10-05,1759.5999755859375,-0.0037438217890526193,0.005222509201740211
